,Nome,Co,Fe,Ni,Si,Al,Cr,Mo,Nb,Ti,C,V,Zr,Mn,Cu,B,Y,Sn,Li,Mg,Zn,Sc,Hf,Ta,W,HV,SpecStrength,phases_BCC,phases_BCC + B2,phases_BCC + Im,phases_BCC + lm,phases_BCC+HCP,phases_FCC,phases_FCC + BCC,phases_FCC + BCC + B2,phases_FCC + BCC + Im,phases_FCC + HCP + Im,phases_FCC + Im,test_T
0,CoFeNi,33.33333333,33.33333333,33.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7879914731453663,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,CoFeNi,33.33333333,33.33333333,33.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7879914731453663,24.58823529411765,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,CoFeNi,33.33333333,33.33333333,33.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,24.823529411764707,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3,CoFeNiSi0.25,30.76923077,30.76923077,30.76923077,7.692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5685245884720307,25.454545454545453,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,CoFeNiSi0.5,28.57142857,28.57142857,28.57142857,14.28571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.306590001600351,67.04225352112677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5,CoFeNiSi0.75,26.66666667,26.66666667,26.66666667,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2812903468393972,197.12121212121212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6,Al0.25CoFeNi,30.76923077,30.76923077,30.76923077,0.0,7.692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6691135772806427,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Al0.5CoFeNi,28.57142857,28.57142857,28.57142857,0.0,14.28571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9924240162045248,46.75675675675676,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,Al0.75CoFeNi,26.66666667,26.66666667,26.66666667,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41043355585089764,113.42857142857143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9,CoCrFeNi,25.0,25.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,18.04878048780488,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
10,CoCrFeNb0.103Ni,24.37241043,24.37241043,24.37241043,0.0,0.0,24.37241043,0.0,2.510358274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,38.78048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
11,CoCrFeNb0.155Ni,24.06738869,24.06738869,24.06738869,0.0,0.0,24.06738869,0.0,3.730445247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,39.268292682926834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
12,CoCrFeNb0.206Ni,23.77555873,23.77555873,23.77555873,0.0,0.0,23.77555873,0.0,4.897765097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,49.146341463414636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
13,CoCrFeNb0.309Ni,23.20724066,23.20724066,23.20724066,0.0,0.0,23.20724066,0.0,7.171037364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,58.41463414634147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
14,CoCrFeNb0.412Ni,22.66545784,22.66545784,22.66545784,0.0,0.0,22.66545784,0.0,9.338168631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,77.8048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
15,Al0.7Co0.3CrFeNi,7.5,25.0,25.0,0.0,17.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7750908373544023,298.97058823529414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16,AlCoCrFeNi,20.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,186.71641791044775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,AlCoCrFeNi,20.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,156.86567164179104,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,AlCoCrFeNi,20.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,165.67164179104478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,AlCoCrFeNi,20.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,169.8507462686567,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,AlCoCrFeNi,20.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,169.8507462686567,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,AlCoCrFeNi,20.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,156.86567164179104,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,AlCoCrFeNi,20.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8240676704366149,204.92537313432834,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,AlC0.1CoCrFeNi,19.60784314,19.60784314,19.60784314,0.0,19.60784314,19.60784314,0.0,0.0,0.0,1.960784314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,142.83582089552237,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,AlC0.2CoCrFeNi,19.23076923,19.23076923,19.23076923,0.0,19.23076923,19.23076923,0.0,0.0,0.0,3.846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,133.23529411764707,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,AlC0.3CoCrFeNi,18.86792453,18.86792453,18.86792453,0.0,18.86792453,18.86792453,0.0,0.0,0.0,5.660377358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,127.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,AlC0.4CoCrFeNi,18.51851852,18.51851852,18.51851852,0.0,18.51851852,18.51851852,0.0,0.0,0.0,7.407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,155.29411764705884,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,AlC0.5CoCrFeNi,18.18181818,18.18181818,18.18181818,0.0,18.18181818,18.18181818,0.0,0.0,0.0,9.090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,155.88235294117646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,AlCCoCrFeNi,16.66666667,16.66666667,16.66666667,0.0,16.66666667,16.66666667,0.0,0.0,0.0,16.66666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,181.30434782608694,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,AlC1.5CoCrFeNi,15.38461538,15.38461538,15.38461538,0.0,15.38461538,15.38461538,0.0,0.0,0.0,23.07692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,179.28571428571428,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,AlCoCrFeMo0.1Ni,19.60784314,19.60784314,19.60784314,0.0,19.60784314,19.60784314,1.960784314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,265.29411764705884,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,AlCoCrFeMo0.2Ni,19.23076923,19.23076923,19.23076923,0.0,19.23076923,19.23076923,3.846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,355.94202898550725,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,AlCoCrFeMo0.3Ni,18.86792453,18.86792453,18.86792453,0.0,18.86792453,18.86792453,5.660377358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,378.42857142857144,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,AlCoCrFeMo0.4Ni,18.51851852,18.51851852,18.51851852,0.0,18.51851852,18.51851852,7.407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,381.42857142857144,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,AlCoCrFeMo0.5Ni,18.18181818,18.18181818,18.18181818,0.0,18.18181818,18.18181818,9.090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,388.3098591549296,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,AlCoCrFeNb0.1Ni,19.60784314,19.60784314,19.60784314,0.0,19.60784314,19.60784314,0.0,1.960784314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2721458933113416,241.32352941176472,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,AlCoCrFeNb0.25Ni,19.04761905,19.04761905,19.04761905,0.0,19.04761905,19.04761905,0.0,4.761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1774467925888508,288.0882352941177,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,AlCoCrFeNb0.5Ni,18.18181818,18.18181818,18.18181818,0.0,18.18181818,18.18181818,0.0,9.090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8998586213052473,353.2857142857143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,AlCoCrFeNiSi0.2,19.23076923,19.23076923,19.23076923,3.846153846,19.23076923,19.23076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,194.6153846153846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,AlCoCrFeNiSi0.4,18.51851852,18.51851852,18.51851852,7.407407407,18.51851852,18.51851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,238.8709677419355,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,AlCoCrFeNiSi0.6,17.85714286,17.85714286,17.85714286,10.71428571,17.85714286,17.85714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,305.6666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,AlCoCrFeNiSi0.8,17.24137931,17.24137931,17.24137931,13.79310345,17.24137931,17.24137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,375.6896551724138,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,AlCoCrFeNi,20.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,194.73684210526315,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,AlCoCrFeNiSi,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,422.98245614035085,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,AlCoCrFeNiTi0.5,18.18181818,18.18181818,18.18181818,0.0,18.18181818,18.18181818,0.0,0.0,9.090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3033354361584166,318.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45,AlCoCrFeNiTi0.5,18.18181818,18.18181818,18.18181818,0.0,18.18181818,18.18181818,0.0,0.0,9.090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3033354361584166,353.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,AlCoCrFeNiTi,16.66666667,16.66666667,16.66666667,0.0,16.66666667,16.66666667,0.0,0.0,16.66666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,AlCoCrFeNiTi1.5,15.38461538,15.38461538,15.38461538,0.0,15.38461538,15.38461538,0.0,0.0,23.07692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,363.93442622950823,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,CoCrFeMnNi,20.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3216243432145283,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
49,CoCrFeMnNi,20.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6142468561123087,28.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
50,CoCrFeMnNiV0.25,19.04761905,19.04761905,19.04761905,0.0,0.0,19.04761905,0.0,0.0,0.0,0.0,4.761904762,0.0,19.04761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5502356814159195,25.31645569620253,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
51,CoCrFeMnNiV0.5,18.18181818,18.18181818,18.18181818,0.0,0.0,18.18181818,0.0,0.0,0.0,0.0,9.090909091,0.0,18.18181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.230179807933972,79.48717948717949,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
52,CoCrFeMnNiV0.75,17.39130435,17.39130435,17.39130435,0.0,0.0,17.39130435,0.0,0.0,0.0,0.0,13.04347826,0.0,17.39130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8036450575572905,96.1038961038961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
53,CoCrFeMnNiV1.0,16.66666667,16.66666667,16.66666667,0.0,0.0,16.66666667,0.0,0.0,0.0,0.0,16.66666667,0.0,16.66666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.012846629083849,215.58441558441558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
54,Al0.20CoCrFeMnNi,19.23076923,19.23076923,19.23076923,0.0,3.846153846,19.23076923,0.0,0.0,0.0,0.0,0.0,0.0,19.23076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3673466108548062,28.57142857142857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
55,Al0.38CoCrFeMnNi,18.58736059,18.58736059,18.58736059,0.0,7.063197026,18.58736059,0.0,0.0,0.0,0.0,0.0,0.0,18.58736059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2667576220461942,32.53333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
56,Al0.43CoCrFeMnNi,18.41620626,18.41620626,18.41620626,0.0,7.918968692,18.41620626,0.0,0.0,0.0,0.0,0.0,0.0,18.41620626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2576131685181386,38.51351351351351,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
57,Al0.49CoCrFeMnNi,18.21493625,18.21493625,18.21493625,0.0,8.925318761,18.21493625,0.0,0.0,0.0,0.0,0.0,0.0,18.21493625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9192683879800796,44.729729729729726,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
58,Al0.56CoCrFeMnNi,17.98561151,17.98561151,17.98561151,0.0,10.07194245,17.98561151,0.0,0.0,0.0,0.0,0.0,0.0,17.98561151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.388890083352852,72.05479452054794,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
59,Al0.62CoCrFeMnNi,17.79359431,17.79359431,17.79359431,0.0,11.03202847,17.79359431,0.0,0.0,0.0,0.0,0.0,0.0,17.79359431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22754448528978466,115.69444444444444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
60,CoCrNi,33.33333333,0.0,33.33333333,0.0,0.0,33.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,36.14457831325301,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
61,CoMnNi,33.33333333,0.0,33.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,27.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
62,FeMnNi,0.0,33.33333333,33.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,27.283950617283953,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
63,CoCrFeNi,25.0,25.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,33.41463414634146,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
64,CoCrMnNi,25.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,34.81481481481482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
65,CoFeMnNi,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11080029524827434,20.731707317073173,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
66,AlCrFeNi,0.0,25.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3851339010899438,223.1746031746032,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
